index,production_companies,production_countries,,
2998,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Night Chronicles"", ""id"": 6006}, {""name"": ""Relativity Media"", ""id"": 7295}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
2999,"{{""name"": ""New Line Cinema"", ""id"": 12}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3000,"{{""name"": ""Sony Pictures"", ""id"": 34}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3001,"{{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Motown Productions"", ""id"": 2730}, {""name"": ""Delphi III Productions"", ""id"": 3088}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3002,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Allied Vision"", ""id"": 5570}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3003,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""Screen Gems"", ""id"": 3287}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3004,"{{""name"": ""Lions Gate"", ""id"": 6644}, {""name"": ""View Askew Productions"", ""id"": 16934}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3005,"{{""name"": ""Fox Searchlight Pictures"", ""id"": 43}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3006,"{{""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3007,"{{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Star Partners II Ltd."", ""id"": 206}, {""name"": ""Silver Pictures"", ""id"": 1885}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3008,"{{""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""Hollywood Pictures"", ""id"": 915}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3009,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Furthur Films"", ""id"": 33433}, {""name"": ""Forrest Films"", ""id"": 89630}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3010,"{{""name"": ""Lionsgate"", ""id"": 1632}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3011,"{{""name"": ""Columbia Pictures"", ""id"": 5}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3012,"{{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3013,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3014,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3015,"{{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Entertainment One"", ""id"": 8147}, {""name"": ""Tank Caterpillar"", ""id"": 69110}, {""name"": ""Steady Aim"", ""id"": 69111}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3016,"{{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Akil Production Company"", ""id"": 11466}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3017,"{{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3018,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Saga Film"", ""id"": 859}, {""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Chambara Pictures"", ""id"": 12234}, {""name"": ""Dead Crow Productions"", ""id"": 26082}, {""name"": ""Fourth Kind Productions"", ""id"": 63903}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3019,"{{""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""Picturehouse Entertainment"", ""id"": 11486}, {""name"": ""Sandcastle 5 Productions"", ""id"": 11487}, {""name"": ""Prairie Home Productions"", ""id"": 11488}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3020,"{{""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""South Street Films"", ""id"": 22051}, {""name"": ""Ghiznoz Productions"", ""id"": 89437}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3021,"{{""name"": ""Cannon Films"", ""id"": 4110}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3022,"{{""name"": ""Fox Searchlight Pictures"", ""id"": 43}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3023,"{{""name"": ""Touchstone Pictures"", ""id"": 9195}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3024,"{{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Hydraulx"", ""id"": 10936}, {""name"": ""Rat Entertainment"", ""id"": 12007}, {""name"": ""Transmission Pictures"", ""id"": 12158}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3025,"{{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Blueprint Pictures"", ""id"": 30037}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3026,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Goldsmith-Thomas Productions"", ""id"": 2454}, {""name"": ""Red Om Films"", ""id"": 2455}, {""name"": ""HBO Films"", ""id"": 7429}, {""name"": ""Picturehouse"", ""id"": 52005}, {""name"": ""Front Street Films"", ""id"": 52006}, {""name"": ""American Girl Brands"", ""id"": 52007}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3027,"{{""name"": ""Universal Pictures"", ""id"": 33}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3028,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3029,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""O Entertainment"", ""id"": 5682}}","{{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3030,"{{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""No Frills Film Production"", ""id"": 3851}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3031,"{{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Stan Winston Studio"", ""id"": 24211}, {""name"": ""Media Cooperation One"", ""id"": 24212}, {""name"": ""DCP Wrong Turn Productions"", ""id"": 53350}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3032,"{{""name"": ""United Artists"", ""id"": 60}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3033,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Illusion Entertainment Group"", ""id"": 3480}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3034,"{{""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Everest Entertainment"", ""id"": 10892}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3035,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Comedy Central Films"", ""id"": 7480}, {""name"": ""Principato-Young Entertainment"", ""id"": 37845}, {""name"": ""High Sierra Carpeting"", ""id"": 89635}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3036,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures"", ""id"": 34}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3037,"{{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Kevin Messick Productions"", ""id"": 2977}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3038,"{{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Nickelodeon Animation Studios"", ""id"": 4859}, {""name"": ""Paramount Animation"", ""id"": 24955}, {""name"": ""Snee-Oosh Productions"", ""id"": 67244}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3039,"{{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Lip Sync Post"", ""id"": 10247}, {""name"": ""Trademark Films"", ""id"": 22153}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
3040,"{{""name"": ""Miramax Films"", ""id"": 14}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3041,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Addis Wechsler Pictures"", ""id"": 4665}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3042,"{{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Blue-Tongue Films"", ""id"": 32299}, {""name"": ""Huayi Brothers Media"", ""id"": 39649}, {""name"": ""STX Entertainment"", ""id"": 47729}, {""name"": ""Ahimsa Films"", ""id"": 69542}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3043,"{{""name"": ""Bearing Fruit Entertainment"", ""id"": 2867}, {""name"": ""every tribe entertainment"", ""id"": 2868}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3044,"{{""name"": ""Miramax"", ""id"": 53009}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3045,"{{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cubicle Inc."", ""id"": 7458}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3046,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""KC Medien AG"", ""id"": 596}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3047,"{{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Silverwood Films"", ""id"": 2293}, {""name"": ""Electric City Entertainment"", ""id"": 8600}, {""name"": ""Tim Burton Productions"", ""id"": 8601}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3048,"{{""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""VBT Productions"", ""id"": 38085}, {""name"": ""Ballpark Productions Partnership"", ""id"": 38086}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3049,{},"{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3050,"{{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Delphi II Productions"", ""id"": 7585}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3051,"{{""name"": ""Relativity Media"", ""id"": 7295}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3052,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Celador Productions"", ""id"": 1390}, {""name"": ""Jonescompany Productions"", ""id"": 12666}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
3053,"{{""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Wessler Entertainment"", ""id"": 8890}, {""name"": ""Witness Protection Films"", ""id"": 8891}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3054,"{{""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Dead Fianc\u00e9e Productions"", ""id"": 92137}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3055,"{{""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Indian Paintbrush"", ""id"": 9350}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Focus Features"", ""id"": 10146}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3056,"{{""name"": ""Ad Hominem Enterprises"", ""id"": 2361}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3057,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Turman-Morrissey Company"", ""id"": 924}, {""name"": ""Savoy Pictures"", ""id"": 11308}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3058,"{{""name"": ""Fortress Features"", ""id"": 5176}, {""name"": ""LD Entertainment"", ""id"": 10285}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3059,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Television Animation"", ""id"": 3475}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3060,"{{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Channel Four Films"", ""id"": 181}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
3061,"{{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Asymmetrical Productions"", ""id"": 373}, {""name"": ""Les Films Alain Sarde"", ""id"": 635}, {""name"": ""The Picture Factory"", ""id"": 637}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""CiBy 2000"", ""id"": 7832}, {""name"": ""The Straight Story, Inc"", ""id"": 59423}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3062,"{{""name"": ""United Artists"", ""id"": 60}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3063,"{{""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Aggregate Film"", ""id"": 25975}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3064,"{{""name"": ""Entertainment Films"", ""id"": 2245}, {""name"": ""Material Entertainment"", ""id"": 2246}, {""name"": ""Beech Hill Films"", ""id"": 6847}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
3065,"{{""name"": ""Universal Pictures"", ""id"": 33}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3066,"{{""name"": ""Treehouse Pictures"", ""id"": 14580}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3067,"{{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""A Happy Place"", ""id"": 5389}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3068,"{{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3069,"{{""name"": ""Big Indie Pictures"", ""id"": 6831}, {""name"": ""ShivHans Pictures"", ""id"": 33603}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3070,"{{""name"": ""Indian Paintbrush"", ""id"": 9350}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3071,"{{""name"": ""Rai Cinema"", ""id"": 2683}}","{{""iso_3166_1"": ""IT"", ""name"": ""Italy""}}",,
3072,"{{""name"": ""Cinema Vehicle Services"", ""id"": 25673}, {""name"": ""Atlas 2 Productions"", ""id"": 30033}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3073,"{{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Polygram Filmed Entertainment"", ""id"": 31080}, {""name"": ""Hilary Henkin"", ""id"": 36907}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3074,"{{""name"": ""Artisan Entertainment"", ""id"": 2188}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3075,"{{""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Bob Yari Productions"", ""id"": 12260}, {""name"": ""ApolloProScreen Filmproduktion"", ""id"": 19528}, {""name"": ""Bull's Eye Entertainment"", ""id"": 25432}, {""name"": ""DEJ Productions"", ""id"": 25433}, {""name"": ""Harris Company"", ""id"": 25434}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3076,"{{""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Diaphana Films"", ""id"": 744}, {""name"": ""The Glasgow Film Fund"", ""id"": 980}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Showtime Networks"", ""id"": 4343}, {""name"": ""Filmfour"", ""id"": 6705}, {""name"": ""Scottish Arts Council, The"", ""id"": 8256}, {""name"": ""Three Rivers Production"", ""id"": 65681}, {""name"": ""Progres Film Distribution"", ""id"": 65682}, {""name"": ""Kinowelt Median"", ""id"": 65683}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3077,"{{""name"": ""Orion Pictures"", ""id"": 41}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3078,"{{""name"": ""Universal"", ""id"": 6292}}","{{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3079,"{{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3080,"{{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3081,"{{""name"": ""Lava Bear Films"", ""id"": 32300}, {""name"": ""AI-Film"", ""id"": 51860}, {""name"": ""Phantom Four Films"", ""id"": 69579}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3082,"{{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""S & L Films"", ""id"": 78905}}","{{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3083,"{{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""A24"", ""id"": 41077}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3084,"{{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Witt/Thomas Productions"", ""id"": 1089}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""McLaughlin Films"", ""id"": 28707}, {""name"": ""Lime Orchard Productions"", ""id"": 28708}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3085,"{{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Metropolitan Films"", ""id"": 16419}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}, {""name"": ""Odeon Films"", ""id"": 22209}, {""name"": ""Catherine Bailey Ltd."", ""id"": 46694}, {""name"": ""Artists Independent Network"", ""id"": 46695}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
3086,"{{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Fortis Films"", ""id"": 4258}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3087,"{{""name"": ""United Artists Corporation"", ""id"": 8213}, {""name"": ""Hart-Sharp Entertainment"", ""id"": 11351}, {""name"": ""Potboiler Productions"", ""id"": 36615}}","{{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3088,"{{""name"": ""Bleiberg Entertainment"", ""id"": 1872}, {""name"": ""Millennium Films"", ""id"": 10254}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3089,{},{},,
3090,"{{""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Artic Productions LLC"", ""id"": 5359}, {""name"": ""Polar Entertainment Corporation"", ""id"": 62072}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3091,"{{""name"": ""Voltage pictures"", ""id"": 6633}, {""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""ANA Media"", ""id"": 21817}, {""name"": ""Picture Perfect (I)"", ""id"": 37833}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3092,"{{""name"": ""Echo Lake Productions"", ""id"": 2147}, {""name"": ""Premiere Picture"", ""id"": 3870}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3093,"{{""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Ontario Film and Television Tax Credit (OFTTC)"", ""id"": 54606}}","{{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
3094,"{{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Carsey-Werner Company"", ""id"": 3215}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3095,"{{""name"": ""Block 2 Pictures"", ""id"": 539}, {""name"": ""Jet Tone Production"", ""id"": 540}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Lou Yi Inc."", ""id"": 839}}","{{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}}",,
3096,"{{""name"": ""Overseas FilmGroup"", ""id"": 888}, {""name"": ""GreeneStreet Films"", ""id"": 2152}, {""name"": ""JVC Entertainment Networks"", ""id"": 4248}, {""name"": ""Sogepaq"", ""id"": 11955}, {""name"": ""CDI"", ""id"": 13367}}","{{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}}",,
3097,"{{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""SKA Films"", ""id"": 13419}, {""name"": ""Codi S.p.a."", ""id"": 57736}}","{{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}}",,
3098,{},"{{""iso_3166_1"": ""BG"", ""name"": ""Bulgaria""}}",,
3099,"{{""name"": ""Star Overseas"", ""id"": 3477}, {""name"": ""Universe Entertainment"", ""id"": 20543}}","{{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}}",,
3100,"{{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Kin\u00e9tique Inc."", ""id"": 21741}, {""name"": ""Vincent Gallo Productions"", ""id"": 23756}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3101,"{{""name"": ""Rh\u00f4ne-Alpes Cin\u00e9ma"", ""id"": 1666}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""T\u00e9l\u00e9vision Suisse-Romande (TSR)"", ""id"": 8453}, {""name"": ""MK2 Productions"", ""id"": 9209}}","{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}}",,
3102,"{{""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""Busboy Productions"", ""id"": 8290}}","{{""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
3103,{},"{{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}}",,
3104,"{{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Synchronistic Pictures"", ""id"": 1260}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Lipsync Productions"", ""id"": 9987}, {""name"": ""Atlantic Swiss Productions"", ""id"": 22310}, {""name"": ""Hermetof Pictures"", ""id"": 23558}, {""name"": ""Magna Films"", ""id"": 23559}, {""name"": ""Kalkronkie"", ""id"": 23560}, {""name"": ""Artemis Films"", ""id"": 23561}, {""name"": ""Lonely Dragon"", ""id"": 23563}, {""name"": ""Magnolia Mae Films"", ""id"": 44091}}","{{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""CS"", ""name"": ""Serbia and Montenegro""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}}",,
